table,field,ddl_declaration,ddl_not_null,source_path,source_line,manifest_planes,build_disposition,capability,recommended_timing,recommended_owner,recommendation
document.attachment_derivative,source_sha256,text NOT NULL,True,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,specification_hash,text NOT NULL,True,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.attachment_derivative,content_type,text NOT NULL,True,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,storage_bucket,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,storage_key,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,size_bytes,bigint,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,sha256,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,width,integer,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,height,integer,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,page_number,integer,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,status,document.attachment_derivative_status_d NOT NULL DEFAULT 'pending',True,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
document.attachment_derivative,provider,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,provider_version,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,attempt_count,integer NOT NULL DEFAULT 0,True,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,last_error_code,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,last_error_message,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,generated_at,timestamptz,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,scanned_at,timestamptz,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,scan_status,text,False,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,Intake and every approval/change,Case service + authorized reviewer,Use pinned snapshots/evidence; attachments only when the applicable rule requires them.
document.attachment_derivative,created_at,timestamptz NOT NULL DEFAULT now(),True,server/db/ddl/common/document/03_foundation_tables.sql,431,"neon,mesh,studio",Source definition; verify deployment separately,Governed intake and evidence,System-managed at record/event creation or change,Authorized service,"Never an editable onboarding question; preserve validation, provenance and concurrency controls."
